,tweet_created_at,tweet_full_text,text_clean
483,Fri Sep 07 01:19:42 +0000 2018,@Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody We kneel against racial profiling by police that ends in death because  we know black lives matter. We kneel because we live in a free country with a first amendment protecting our free speech. We kneel for every vet who fought for our liberty. #TakeAKnee #JustDoIt #ImWithKaep https://t.co/SuQGH750VN,kneel racial profil polic end death know black live matter kneel live free countri first amend protect free speech kneel everi vet fought liberti takeakne justdoit imwithkaep
1724,Fri Sep 07 01:19:36 +0000 2018,The Dude #nike #justdoit #ordont https://t.co/6Yf0zdjwJD,dude nike justdoit ordont
3794,Fri Sep 07 01:19:07 +0000 2018,"Pray, calculate and take the RISK. No better time than now #justdoit #entrepreneurship",pray calcul take risk no better time justdoit entrepreneurship
174,Fri Sep 07 01:19:01 +0000 2018,"#JustDoIt ✔ #NIKE NEW ALBUM OUT NOW!!! 👹🌟🔥💥💪☄
https://t.co/Atu1QjmdrY",justdoit nike new album 👹🌟🔥💥💪☄
4355,Fri Sep 07 01:18:31 +0000 2018,"@ABC Whatever.
It's your Choice.
#JustDoIt.",whatev choic justdoit
3587,Fri Sep 07 01:18:19 +0000 2018,See you tonight! #karaoke #justdoit https://t.co/87i5K0LSp0,see tonight karaok justdoit
4201,Fri Sep 07 01:18:14 +0000 2018,Getting humiliated by @ryanwhitney6 on the golf course #JustDoIt                          @spittinchiclets @BizNasty2point0 @RiggsBarstool https://t.co/tWjXrSGzSA,get humili golf cours justdoit
4429,Fri Sep 07 01:18:14 +0000 2018,"(Overheard, II)

I returned a pair of Nike shoes yesterday for a refund, and the clerk asked me what was wrong with them. I told her they hurt my feet when I stood up for the national anthem.

#JustDoIt",overheard ii return pair nike shoe yesterday refund clerk ask wrong told hurt feet stood nation anthem justdoit
579,Fri Sep 07 01:17:54 +0000 2018,Football is back! 🏈 #JustDoIt #OrDont #NFL https://t.co/TAfIEqxP89,footbal back justdoit ordont nfl
4799,Fri Sep 07 01:17:20 +0000 2018,"Read the incredible maybe-true story of Australia's #guncontrol farce. @NRATV @Nike @DLoesch
#JustDoIt #ar15 #FN_FAL 
#amwriting #amreading
#mustreadbook #auspol

Paperback 
https://t.co/G3jHrQOabS

Kindle 
https://t.co/InB96EXicx https://t.co/2Jukvm24wo",read incred mayb true stori australia guncontrol farc justdoit ar fnfal amwrit amread mustreadbook auspol paperback kindl
2135,Fri Sep 07 01:17:14 +0000 2018,"In a world where people are still trying to understand what it means to take care of you...just do it. It's your time...heal, love, grow. #askatherapist #justdoit #therapyforladies… https://t.co/pEywr2R4sI",world peopl still tri understand mean take care time heal love grow askatherapist justdoit therapyforladies…
3781,Fri Sep 07 01:17:14 +0000 2018,"Don’t ask if your dreams are crazy, ask if they are crazy enough. #Nike #Justdoit #ColinKaepernick https://t.co/OnRcybOmLP",don’t ask dream crazi ask crazi enough nike justdoit colinkaepernick
4178,Fri Sep 07 01:17:14 +0000 2018,Football is back! 🏈 #JustDoIt #OrDont #NFL https://t.co/OuYBXSGNeH,footbal back justdoit ordont nfl
3283,Fri Sep 07 01:17:12 +0000 2018,The long road #BlessedAndGrateful #sabah #StriveForGreatness #JustDoIt #Nike https://t.co/LrfBKIUQjY,long road blessedandgr sabah striveforgreat justdoit nike
2734,Fri Sep 07 01:17:02 +0000 2018,"@Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody In Silence We Kneel 
#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/UXHLxzQBhG",silenc kneel takeakne justdoit imwithkaep
4681,Fri Sep 07 01:16:47 +0000 2018,Hey @KamalaHarris Look at these #SuperStars #JustDoIt https://t.co/afwvEWvJik,hey look superstar justdoit
1079,Fri Sep 07 01:16:40 +0000 2018,"@realDenaldTrump Nuk’em Denny 

You know ? 

#JustDoIt",nuk’em denni know justdoit
2307,Fri Sep 07 01:16:31 +0000 2018,I wear a size 12 if anyone is burning or throwing shoes away #JustDoIt,wear size anyon burn throw shoe away justdoit
3941,Fri Sep 07 01:16:27 +0000 2018,Fuck them #justdoit https://t.co/KwClVuBWNF,fuck justdoit
1228,Fri Sep 07 01:16:27 +0000 2018,"@serenawilliams you are amazing! Tonight’s win shows you’re just getting better, quicker, stronger, and that you’re the best!! #JustDoIt #nike #thismama",amaz tonight’ win show you’r get better quicker stronger you’r best justdoit nike thismama
3585,Fri Sep 07 01:16:26 +0000 2018,DAMN... @serenawilliams wasted ZERO time tonight!! I tried to catch the match but it ended in 60 minutes!! Way to go Queen!! #USOpen #SerenaWilliams #JustDoIt #ThisMama,damn wast zero time tonight tri catch match end minut way go queen usopen serenawilliam justdoit thismama
2717,Fri Sep 07 01:16:17 +0000 2018,"Go for it on fourth down. 

Even if Julio Jones isn’t on the field. #JustDoIt https://t.co/GatUQakghl",go fourth even julio jone isn’t field justdoit
3810,Fri Sep 07 01:16:10 +0000 2018,"A friend of mine passed last night.
He served as a scout in the Vietnam jungles for 2 years.
His health was never the same after that.

He sacrificed everything

#JustDoIt",friend mine pass last night serv scout vietnam jungl year health never sacrif everyth justdoit
3699,Fri Sep 07 01:16:04 +0000 2018,"Ford says it supports NFL players' right to protest.

Burn em up, proud boys. #JustDoIt",ford say support nfl player right protest burn em proud boy justdoit
3545,Fri Sep 07 01:15:50 +0000 2018,Don't call for it...#MakeIT #JustDoIt https://t.co/muFCRVisef,call makeit justdoit
428,Fri Sep 07 01:15:37 +0000 2018,"I bet there were a lot of people who burned their Nike’s this week, kneeling close to their TV to get really close look, trying to find those disrespectful players kneeling during the National Anthem.... 🤔🤷‍♂️ #JustDoIt #irony #NFL",bet lot peopl burn nike’ week kneel close tv get realli close look tri find disrespect player kneel nation anthem 🤔🤷‍♂️ justdoit ironi nfl
2736,Fri Sep 07 01:15:10 +0000 2018,"I get knocked down, but I get up again # im still going to just f’n doing it   Don’t care about politics #justdoit !!!!!",get knock get im still go f’n don’t care polit justdoit
1434,Fri Sep 07 01:15:09 +0000 2018,I see you @lights. Nice to see where you stand on this issue. #Kaepernick #Nike #JustDoIt https://t.co/pTdlDfcFjT,see nice see stand issu kaepernick nike justdoit
3482,Fri Sep 07 01:15:04 +0000 2018,They so worried about Kaep. This is who they need to worry about. @wesleysnipes the #goat. #justdoit https://t.co/QLzTRlhN0q,worri kaep need worri goat justdoit
170,Fri Sep 07 01:14:59 +0000 2018,Y’all went too far... #JustDoIt https://t.co/wgoF8UKjfe,y’all went far justdoit
2783,Fri Sep 07 01:14:58 +0000 2018,"#MattRyan needs to stop looking EXACTLY where he throwing. He's giving them too much smh. #MyOpinion

#Follow @ckgthedon on #Spotify @spotify 
https://t.co/GzhBcQik3z
@itunes #Itunes
https://t.co/C0MM172NAN
#Falcons #Eagles #kapernick #Nike #JustDoIt #NflKickoff https://t.co/ESjn10JPFd",mattryan need stop look exactli throw give much smh myopinion follow spotifi itun falcon eagl kapernick nike justdoit nflkickoff
3177,Fri Sep 07 01:14:44 +0000 2018,"Hey @OriginalFunko can we finally get a @IAmReviewbrah Funko, you're making funkos of old tv shows nobody cares about anymore when you could be making funkos of very viable people who I need a little giant-head figurine of on my desk. #JustDoIt",hey final get funko make funko old tv show nobodi care anymor could make funko viabl peopl need littl giant head figurin desk justdoit
4254,Fri Sep 07 01:14:43 +0000 2018,Rockin’ some J’s and watching some Thursday Night NFL 🏈 😉✌️#justdoit✔️ #atlvsphi #nfl #takeaknee #legalizefreedom https://t.co/uTQ5mAseFn,rockin’ j’ watch thursday night nfl 😉✌️ justdoit✔️ atlvsphi nfl takeakne legalizefreedom
4530,Fri Sep 07 01:14:37 +0000 2018,And there we have it...#TakeAKnee #JustDoIt #Nike #NFL #Joke #MyKnee #Pass #Hut #Omaha #Psychology #Playa #RealTalk #Roast #AmericanFlag #NationalAnthem #StandUp #StandTall #Proud https://t.co/gtGwhQT0dE,takeakne justdoit nike nfl joke mykne pass hut omaha psycholog playa realtalk roast americanflag nationalanthem standup standtal proud
2184,Fri Sep 07 01:14:25 +0000 2018,"Shop online now, https://t.co/UfT1lcX1W2 

JUST DO IT. 

Link in bio. 
#justdoit #theroyals #theroyalsapparel #god #godisgood #jesus #jesuschrist #jesussaves #apparel #christian https://t.co/pSF5k7Br7K",shop onlin link bio justdoit theroy theroyalsapparel god godisgood jesu jesuschrist jesussav apparel christian
3411,Fri Sep 07 01:14:24 +0000 2018,I have this crazy dream of surprising my mom for her 60th birthday and taking her to the #USOpen2018 Women’s Final to see @serenawilliams play in her 31st major final! #JustDoIt #ThisMama,crazi dream surpris mom th birthday take usopen women’ final see play st major final justdoit thismama
2784,Fri Sep 07 01:13:57 +0000 2018,@RealDLHughley @usopen She beat the #justdoit out of her!,beat justdoit
4441,Fri Sep 07 01:13:56 +0000 2018,"I'm just not that woke, but does the new face of the #JustDoIt campaign have a new shoe coming out?  Asking for a friend. Nike new slogan is #JustCuttTheCheck #ColinKaepernick #RolandMartinUnfiltered #StopKavanaugh #Trump #AlexJones #Press",not woke new face justdoit campaign new shoe come ask friend nike new slogan justcuttthecheck colinkaepernick rolandmartinunfilt stopkavanaugh trump alexjon press
365,Fri Sep 07 01:13:52 +0000 2018,"Get ready #justdoit with @meelamac
Kamp Kamila NYC is a holistic health, fitness and motivational experience that combines a high intensity SWEAT to some sweet reggae beats (1 hour)… https://t.co/nkoRgIn1qZ",get readi justdoit kamp kamila nyc holist health fit motiv experi combin high intens sweat sweet regga beat hour
1049,Fri Sep 07 01:13:47 +0000 2018,"So much more in this message than #Kaepernick look at all the spotlights of greatness, and overcoming obstacles and being #resilient, can we focus on the #positive? #JustDoIt https://t.co/Kf5AP6OMbL",much messag kaepernick look spotlight great overcom obstacl resili focu posit justdoit
1436,Fri Sep 07 01:13:46 +0000 2018,"While we're waiting for the #NFLKickoff and the airing of the new @Nike commercial featuring #ColinKaepernick, it might be a fun time to note that Nike shares closed higher today. #JustDoIt #TakeAKnee",wait nflkickoff air new commerci featur colinkaepernick might fun time note nike share close higher today justdoit takeakne
1863,Fri Sep 07 01:13:38 +0000 2018,"Get ready #justdoit with @meelamac
Kamp Kamila NYC is a holistic health, fitness and motivational experience that combines a high intensity SWEAT to some sweet reggae beats (1 hour)… https://t.co/8nkkcy5UEg",get readi justdoit kamp kamila nyc holist health fit motiv experi combin high intens sweat sweet regga beat hour
2730,Fri Sep 07 01:13:37 +0000 2018,"Tsk...Tsk...Tsk...what a shame 🤣😂🤣😅
Were they not smart enough to burn it outside? Ijs
#nike #justdoit #welltheydid #iamwithkap #thewholedamthing https://t.co/wGVSXGCHl1",tsk tsk tsk shame 🤣😂🤣😅 not smart enough burn outsid ij nike justdoit welltheydid iamwithkap thewholedamth
4365,Fri Sep 07 01:13:33 +0000 2018,"Get ready #justdoit with @meelamac
Kamp Kamila NYC is a holistic health, fitness and motivational experience that combines a high intensity SWEAT to some sweet reggae beats (1 hour)… https://t.co/E5IfmIE72M",get readi justdoit kamp kamila nyc holist health fit motiv experi combin high intens sweat sweet regga beat hour
2287,Fri Sep 07 01:13:32 +0000 2018,@SenBooker The same reason the head of  @realDonaldTrump @potus ‘s immigrantion policy is flashing the “white power” sign. It’s called “RACISM” and the last gasp of the Great White Dope #JustDoIt,reason head ‘s immigrant polici flash “white power” sign it’ call “racism” last gasp great white dope justdoit
3505,Fri Sep 07 01:13:28 +0000 2018,“We don’t chew on Nikes anymore in this house” #nike #justdoit #meme #joke https://t.co/XX2vl0eYAu,“we don’t chew nike anymor house” nike justdoit meme joke
3822,Fri Sep 07 01:13:21 +0000 2018,Y’all are so extra with these photoshopped #JustDoIt ads. “Give me two pur.” 😂💀,y’all extra photoshop justdoit ad “give two pur 😂💀
1510,Fri Sep 07 01:13:20 +0000 2018,"Not intending to insult an entire population... but the state of affairs in the US really is quite worrisome. Why is “freedom” good for some but not all?
#iStandWithNike #SupportNike #JustDoIt",not intend insult entir popul state affair us realli quit worrisom “freedom” good not istandwithnik supportnik justdoit
3898,Fri Sep 07 01:12:55 +0000 2018,Because Boy 2 men sung it we good huh😏😏#justDoIt” 🤣🤣🤣,boy men sung good huh😏😏 justdoit” 🤣🤣🤣
2969,Fri Sep 07 01:12:41 +0000 2018,@serenawilliams  You Rock!! #JustDoIt https://t.co/oLc766XHVz,rock justdoit
2723,Fri Sep 07 01:12:36 +0000 2018,Well Done @Nike #BeSomebody #BelieveInSomething #DreamBig #justdoit @SPJHPythons @SPJH_PE https://t.co/NZlFtfrQN2,well done besomebodi believeinsometh dreambig justdoit
3691,Fri Sep 07 01:12:34 +0000 2018,@CBSNews Wonder if there are any POC on their team? If they er ever been unfairly targeted by law enforcement? Way to show inclusion Christian college 😳 @Nike #JustDoIt,wonder poc team er ever unfairli target law enforc way show inclus christian colleg justdoit
1730,Fri Sep 07 01:12:33 +0000 2018,"@thehill @mobilematt #JUSTDOIT

Do it now!",justdoit
3968,Fri Sep 07 01:12:19 +0000 2018,"#MAGA y'all #JustDoIt #ThatllShowThem 

https://t.co/6adqASg3xJ",maga justdoit thatllshowthem
615,Fri Sep 07 01:12:07 +0000 2018,"Reposting via @Crowdfire 
Daily Motivation.
YOUR Time is right NOW! 😊🙌🏾
.
#daily #goals #motivation #dreams #entrepreneur #lifequotes #passion #love
#belive #believeinyourself #self #wisdom #vision #hardwork #business #justdoit #noexcuses https://t.co/tWxDtOOMRb",repost via daili motiv time right 😊🙌🏾 daili goal motiv dream entrepreneur lifequot passion love beliv believeinyourself self wisdom vision hardwork busi justdoit noexcus
1917,Fri Sep 07 01:12:05 +0000 2018,Take a stand and be on the right side of history. Lessons learned from @Nike #JustDoIt #SocialImpact #BeTheChange https://t.co/LDLRaNCwWb,take stand right side histori lesson learn justdoit socialimpact bethechang
3552,Fri Sep 07 01:12:05 +0000 2018,Pray for them #gainz. #Me: 👉🏽😂✌🏽.- 📷📹 #JustDoIt #RestDay #Nike #PeopleWhoLifts #MichaelJamesTamondong @ShreddedBeyondABSolute https://t.co/NollOg4apE 👉🏽My #official #socialmediaprofile outlet #pages please feel free to 'LIKE'&amp;'FOLLOW' • Thank you and keep on pushing it. https://t.co/Flb8Vf55PV,pray gainz 👉🏽😂✌🏽 📷📹 justdoit restday nike peoplewholift michaeljamestamondong 👉🏽mi offici socialmediaprofil outlet page pleas feel free like amp follow thank keep push
1064,Fri Sep 07 01:11:47 +0000 2018,"DO the most IMPORTANT STUFF FIRST! 

I’ve discovered if I don’t do the most important things first, they probably won’t get done. 
Procrastination and Distraction set in &amp; before I know it, the day is over &amp; I didn’t do the most important things. Just Do It!

#justdoit #getitdone",import stuff first i’v discov don’t import thing first probabl won’t get done procrastin distract set amp know day amp didn’t import thing justdoit getitdon
4214,Fri Sep 07 01:11:46 +0000 2018,"@TheSWPrincess @1Jedi_Rey @NatCookResists @ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 In silence we will kneel 
as the anthem plays
drawing attention to injustice
by some that wear Blue, till we are no longer betrayed. 

#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/9MI7ieImCe",silenc kneel anthem play draw attent injustic wear blue till no longer betray takeakne justdoit imwithkaep
