,tweet_created_at,tweet_full_text,text_clean
2227,Fri Sep 07 14:14:51 +0000 2018,@Robbin_Young @realDonaldTrump @Kaepernick7 Wow...he’s a cop hater because he’s protesting against unarmed black &amp; brown people being killed by cops .. and Nike unpatriotic because they see that kap risked every to fight for what he believe..#justdoit,wow he’ cop hater he’ protest unarm black amp brown peopl kill cop nike unpatriot see kap risk everi fight believ justdoit
1960,Fri Sep 07 14:14:46 +0000 2018,"Dear Nike...you should drop your new anti-American poster boy, Colin Kaepernick...just do it! #JustDoIt",dear nike drop new anti american poster boy colin kaepernick justdoit
3636,Fri Sep 07 14:14:45 +0000 2018,"@samswey @deray Thank u kindly for that anti-propaganda news translation. Otherwise, I just might have thought SHE was the victim.
#endpolicebrutality #justdoit",thank kindli anti propaganda news translat otherwis might thought victim endpolicebrut justdoit
980,Fri Sep 07 14:14:37 +0000 2018,"Believe in something, even if it means sacrificing EVERYTHING. #Nike #justdoit #kolinkapernick #kneelforsomething ✊🏽 https://t.co/sIyZL4uVlP",believ someth even mean sacrif everyth nike justdoit kolinkapernick kneelforsometh ✊🏽
3412,Fri Sep 07 14:14:17 +0000 2018,This pump is insane right now 💪🏽 #bodybuilding #flexfriday #fitfam #fitness #abs #gayfit #gayfitness #postworkout #naturalbodybuilder #fitlife #nike #justdoit #forevernike https://t.co/3BJMeH39vm,pump insan right 💪🏽 bodybuild flexfriday fitfam fit ab gayfit gayfit postworkout naturalbodybuild fitlif nike justdoit forevernik
4412,Fri Sep 07 14:14:16 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit,don’t ask dream crazi ask they’r crazi enough justdoit
2661,Fri Sep 07 14:14:15 +0000 2018,"@E_Reid35 @Kaepernick7 @Nike I’m inspired at the justice and truth you seek. I’m inspired by the message of courage. I catch heat for both my shoes and my jersey, but it’s nothing compared to others. I just hope to engage in conversation. #JustDoIt https://t.co/To34WjAcZO",i’m inspir justic truth seek i’m inspir messag courag catch heat shoe jersey it’ noth compar other hope engag convers justdoit
1643,Fri Sep 07 14:14:03 +0000 2018,"I need new workout gear, I’ve been going to the gym every morning at 03:55.. I’d love to get .@Nike products now! #JustDoIt https://t.co/C6H6E3AhTW",need new workout gear i’v go gym everi morn i’d love get product justdoit
2586,Fri Sep 07 14:14:02 +0000 2018,@realDonaldTrump @Nike was thinking #JustDoIt,think justdoit
3851,Fri Sep 07 14:13:55 +0000 2018,Great work from @Nike - very emotive and inclusive ad with a bold call to action! Just love it. #JustDoIt #BelieveInSomething https://t.co/0Cj7j9iUf2,great work emot inclus ad bold call action love justdoit believeinsometh
2530,Fri Sep 07 14:13:47 +0000 2018,@CharlesMBlow hahha..what was ur dumb #racistcult thinking voting 4 a #Criminal #DonTheCon ......#TraitorTrumpIsTheEnemyOfThePeople #25AmendmentNow #JustDoIt #THANKSNIKE https://t.co/9UnSqUcx7H,hahha ur dumb racistcult think vote crimin donthecon traitortrumpistheenemyofthepeopl amendmentnow justdoit thanksnik
1356,Fri Sep 07 14:13:42 +0000 2018,"Just bought a new pair of @Nike’s.  #justdoit #nike

https://t.co/2FqCOljaz7 https://t.co/ErU4v2OryS",bought new pair ’s justdoit nike
3674,Fri Sep 07 14:13:35 +0000 2018,"Hey @Nike if you really do this, I will buy your shoes all the rest of my life !! 

#nike #justdoit #JustDoItSafely https://t.co/5comxPoiBg",hey realli buy shoe rest life nike justdoit justdoitsaf
3414,Fri Sep 07 14:13:35 +0000 2018,"https://t.co/aABOWpfmiK
JUST. DO. IT. #justdoit
#mindset #networkmarketing #success #financialfreedom https://t.co/GTkO0l6XB8",justdoit mindset networkmarket success financialfreedom
2006,Fri Sep 07 14:13:33 +0000 2018,"@SarahPalinUSA Please @POTUS 
#JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt #JustDoIt",pleas justdoit justdoit justdoit justdoit justdoit justdoit justdoit
2567,Fri Sep 07 14:13:18 +0000 2018,"I L❤VE this marketing message!! Well done, @Nike and hang in there. Your target market isn't being polled. My son, a sophomore in high school, 100 percent supports you. Said he wanted to buy some #Nike apparel this weekend and that's a first for him. #JustDoIt #Kapernick https://t.co/lSew3RWqdW",l❤ve market messag well done hang target market poll son sophomor high school percent support said want buy nike apparel weekend first justdoit kapernick
3555,Fri Sep 07 14:13:16 +0000 2018,@Kaepernick7 We must use our past to defeat our future. @AttorneyGriggs @Abukar_Arman @AmericanRaceTNT @LewisHamilton @MarkRhinoSmith #JustDoIt #NikeAd,must use past defeat futur justdoit nikead
1209,Fri Sep 07 14:12:09 +0000 2018,The goddess of understatement: I’ve won a few doubles tournaments so I know how to volley — I just usually only come in to shake hands. #JustDoIt https://t.co/9Z5q8d4kh6,goddess understat i’v doubl tournament know volley usual come shake hand justdoit
730,Fri Sep 07 14:11:39 +0000 2018,"I am not, by nature, a “right fighter”.  It is never “my way or the highway”!  I do encourage all of us to open our minds and our hearts to dialog that differs from our own, without harsh judgement.  #stillwearingmynikes #openmind #openheart #justdoit https://t.co/sdW140N0ij",not natur “right fighter” never “mi way highway” encourag us open mind heart dialog differ without harsh judgement stillwearingmynik openmind openheart justdoit
2649,Fri Sep 07 14:11:38 +0000 2018,"@realDonaldTrump they were thinking ""shit, at least kaepernick can say anonymous."" 😂 #nike #JustDoIt",think shit least kaepernick say anonym nike justdoit
642,Fri Sep 07 14:11:37 +0000 2018,"@Kaepernick7 is against Police, but for this. #JustDoIt https://t.co/cb2lxOTj6P",polic justdoit
4474,Fri Sep 07 14:11:30 +0000 2018,"@tkinder Ha!!! #DeclassifyFISA #DeclassifyTheDocuments time for sunshine to disinfect #obama DOJ FBI

#JustDoIt 

#MAGA 
#WWG1WGA 
#VoteRedToSaveAmerica 
#VoteRed2018",ha declassifyfisa declassifythedocu time sunshin disinfect obama doj fbi justdoit maga wwgwga voteredtosaveamerica voter
2826,Fri Sep 07 14:11:27 +0000 2018,"https://t.co/CU0c822Byc
I don’t care what people want to say or what they believe. Politics, religion, race, gender, EVERYTHING aside...this is the best commercial I’ve ever seen! It doesn’t matter what you do, just go out and do it to be the best! @Nike #JustDoIt",don’t care peopl want say believ polit religion race gender everyth asid best commerci i’v ever seen doesn’t matter go best justdoit
4211,Fri Sep 07 14:11:14 +0000 2018,"Make sure you guys catch my interview with @roisum_lisa lots of questions are answered! https://t.co/hKJODIv48l
#newauthor #writing #justdoit",make sure guy catch interview lot question answer newauthor write justdoit
635,Fri Sep 07 14:11:13 +0000 2018,"Believe in something.
Even if it means sacrificing everything. 

#GlennMurray4BallonDor
#Goat
#JustDoIt https://t.co/qbZ6HJMIZr",believ someth even mean sacrif everyth glennmurrayballondor goat justdoit
2564,Fri Sep 07 14:10:58 +0000 2018,Kaepernick did not sacrifice much. The real sacrifice is the sacrifice is life and family. That's what our military men and women do so the idiots at #nike can make a commercial with a no talent qb who lost his job because he could not complete a pass. #justdoit well your job,kaepernick not sacrific much real sacrific sacrific life famili militari men women idiot nike make commerci no talent qb lost job could not complet pass justdoit well job
41,Fri Sep 07 14:10:55 +0000 2018,"Wish people in the USA would destroy their guns in rebellion about mass shootings, instead of just burning expensive clothing. #justdoit",wish peopl usa would destroy gun rebellion mass shoot instead burn expens cloth justdoit
2830,Fri Sep 07 14:10:49 +0000 2018,"Not making any politics statements about #kaep just buying #socks #justdoit #justdidit. #nike @ Castle Rock, Colorado https://t.co/SOnOAZT9kj",not make polit statement kaep buy sock justdoit justdidit nike castl rock colorado
1516,Fri Sep 07 14:10:36 +0000 2018,#FridayFeeIing #FridayReads #Florence #Helene #ISAAC #JustDoIt @dawley_sue (not while sipping #coffee) #movies #weather #models. IS the EAST COAST at danger from #FLO? Time will tell https://t.co/XYf1Ec7FVD https://t.co/7zaKoQ1ZKa,fridayfeei fridayread florenc helen isaac justdoit not sip coffe movi weather model east coast danger flo time tell
319,Fri Sep 07 14:10:30 +0000 2018,"#Texas # Republicans War With #Nike, Kaepernick https://t.co/44t5RNK5dD #LivingWhileBlack #ThisIsAmerica #Politics #Repubs #DanPatrick #JustDoIt",texa republican war nike kaepernick livingwhileblack thisisamerica polit repub danpatrick justdoit
2895,Fri Sep 07 14:10:29 +0000 2018,"#Texas # Republicans War With #Nike, Kaepernick https://t.co/sve3O4lvSi #LivingWhileBlack #ThisIsAmerica #Politics #Repubs #DanPatrick #JustDoIt",texa republican war nike kaepernick livingwhileblack thisisamerica polit repub danpatrick justdoit
1746,Fri Sep 07 14:10:19 +0000 2018,"This thing called ""long-term strategy."" Recognizing major demographic shifts the next two decades, w/ Gen Z and POC becoming the majority American consumer base - who largely support @Kaepernick7's message - #Nike will receive a lifetime of brand goodwill. Make sense? #JustDoIt https://t.co/XtUHKej8Oi",thing call long term strategi recogn major demograph shift next two decad gen poc becom major american consum base larg support messag nike receiv lifetim brand goodwil make sens justdoit
1605,Fri Sep 07 14:10:10 +0000 2018,@serenawilliams just did it @Nike after giving birth and overcoming serious post natal complications she made it to the @usopen Women’s Final Another great manifestation of the iconic line #JustDoIt @theMASB1 https://t.co/ceIo2Wcuyr,give birth overcom seriou post natal complic made women’ final anoth great manifest icon line justdoit
3346,Fri Sep 07 14:10:10 +0000 2018,Sometimes you got to trample the haters even though you risk the health of trump supporters  #JustDoIt  #trample #femdom #fuckmaga https://t.co/XuYftqdSgf,sometim got trampl hater even though risk health trump support justdoit trampl femdom fuckmaga
4346,Fri Sep 07 14:09:52 +0000 2018,"Good Morning to everyone wearing their #Nike gear 😊 proudly today and everyday 😀✌#JustDoIt ✊ #ColinKaepernick #TakeAKnee 👊
#FridayFeeling 😍 https://t.co/Sz0F8YTvw8",good morn everyon wear nike gear proudli today everyday 😀✌ justdoit colinkaepernick takeakne fridayfeel
4117,Fri Sep 07 14:09:52 +0000 2018,"Call @jlmdentistry to schedule your dental appointment today.   7704331515
. 
.
Figured I’d get it on the fun 🤷🏼‍♀️  You know I never miss an opportunity to remind you to #floss  #justdoit… https://t.co/2FCgDTdP4t",call schedul dental appoint today figur i’d get fun 🤷🏼‍♀️ know never miss opportun remind floss justdoit…
1335,Fri Sep 07 14:09:52 +0000 2018,Too soon or nah? #JustDoIt #Nike #TakeAKnee #TakingAKnee #TonyaHarding #NancyKerrigan https://t.co/FmjmXSYLMk,soon nah justdoit nike takeakne takingakne tonyahard nancykerrigan
1252,Fri Sep 07 14:09:51 +0000 2018,"@SFGate @Kaepernick7 @Kaepernick7
@Nike
@Tesla
@NFL
@Plugshare
@pluginamerica
Saw at a #Tesla #Supercharger tonight.
#JustDoIt
#Kap
#Nike
#NFL
#EV
#Electric
Curious about #EVs and fuel savings? Attend a #NDEW2018 event near you.
https://t.co/DDywc20RKQ https://t.co/aa6TFcoSLb",saw tesla supercharg tonight justdoit kap nike nfl ev electr curiou ev fuel save attend ndew event near
4858,Fri Sep 07 14:09:46 +0000 2018,Save your money and buy some Nike stock. 😉 #buyNikestock #justdoit #sneakers https://t.co/iz7Llq6oy2,save money buy nike stock buynikestock justdoit sneaker
341,Fri Sep 07 14:09:32 +0000 2018,"#JustDoIt is not ONLY a slogan. It's an attitude!
It's Nothing is impossible! It's set No Limits! It's Don't Equal, Excel! It's Lifting Folks up! It's Don't waste a Moment! Live a Life, do it Darn it! https://t.co/sT44ipkMQ1",justdoit not slogan attitud noth imposs set no limit equal excel lift folk wast moment live life darn
3304,Fri Sep 07 14:09:21 +0000 2018,@realDonaldTrump Nike was thinking.... #JUSTDOIT,nike think justdoit
3147,Fri Sep 07 14:09:21 +0000 2018,When a man stands up they go low. When he kneels they go low. The moral of the story  - other people’s opinion of us means we understand self love. #justdoit https://t.co/5ZT4WyS8eA,man stand go low kneel go low moral stori people’ opinion us mean understand self love justdoit
1420,Fri Sep 07 14:09:06 +0000 2018,"Just Saying! 
#JustDoIt https://t.co/SZ4ieDQF70",say justdoit
3874,Fri Sep 07 14:08:58 +0000 2018,"I saw the Nike ad and realized that it's not all about Colin. It's about all of mankind. I feel confident that we can get back to loving and respecting one another. With that being said. Be kind, inspirational, fair, happy, productive and most of all, be better humans #JustDoIt",saw nike ad realiz not colin mankind feel confid get back love respect one anoth said kind inspir fair happi product better human justdoit
2401,Fri Sep 07 14:08:50 +0000 2018,"Buy all the Hypebeast shoes, even if that makes you go broke Just do it✅ #KaepernickNike #NikeAd #JustDoIt #JustBurnIt #Kaepernick #KaepernickNikeAd #NikeBoycott #NikeCommercial #nike #NIKETakesAKnee #nikejustdoit #NikeBoyz #adidas #KanyeWest #Kanye #yeezy #yeezy350 @snkr_twitr https://t.co/YeTum7xS6d",buy hypebeast shoe even make go broke it✅ kaepernicknik nikead justdoit justburnit kaepernick kaepernicknikead nikeboycott nikecommerci nike niketakesakne nikejustdoit nikeboyz adida kanyewest kany yeezi yeezi
1933,Fri Sep 07 14:08:39 +0000 2018,"Everything Is Relative – Life’s Mantra for Success
https://t.co/j6wWSNJcJa
#DontGiveUp #NeverGiveUp #JustDoIt #Luxury #Business #QuoteOfTheDay #GrowthEvolutionDevelopment #LifeCoaching #BusinessLife #SelfImprovement #Motivation #Passion #LifeStyle #SelfDevelopment",everyth rel life’ mantra success dontgiveup nevergiveup justdoit luxuri busi quoteoftheday growthevolutiondevelop lifecoach businesslif selfimprov motiv passion lifestyl selfdevelop
3374,Fri Sep 07 14:08:31 +0000 2018,"@realDonaldTrump ...uh, they were thinking that exercising freedom of speech is a good thing?
Which you believe in only when it's YOUR speech, or right wing conspiracy whackos (or @FoxNews; same thing).
#Trump #JustDoIt #FreedomOfSpeech #FreePress",uh think exercis freedom speech good thing believ speech right wing conspiraci whacko thing trump justdoit freedomofspeech freepress
4220,Fri Sep 07 14:08:28 +0000 2018,"The neighbours are gonna stab each other. 
Fuck I hope they do it sooner rather than later. I got shit to do in the morning.
#JustDoIt #YouCunts",neighbour gonna stab fuck hope sooner rather later got shit morn justdoit youcunt
2092,Fri Sep 07 14:08:07 +0000 2018,"@ChuckCallesto This is “The Real” @Nike #JustDoIt 

That moment you catch Democrat Media Slipping &amp; Being Honest 🤷🏿‍♂️ Retweet https://t.co/PlQEEZipEN",“the real” justdoit moment catch democrat media slip amp honest 🤷🏿‍♂️ retweet
3421,Fri Sep 07 14:08:02 +0000 2018,Believe in something. Even if Mama says it's the devil 😱 #justdoit #StandWithKap https://t.co/5hN24x5Dp4,believ someth even mama say devil justdoit standwithkap
2927,Fri Sep 07 14:07:40 +0000 2018,Reppin' my @TigersAthletics and wearing my @Nike kicks #gtg #justdoit https://t.co/b0WkyLquYj,reppin wear kick gtg justdoit
2550,Fri Sep 07 14:07:38 +0000 2018,"What if Kaepernick kneeled for homeless veterans? Would y’all still be mad...? If not, then we know what this is about. #Nike #JustDoIt #FridayFeeIing",kaepernick kneel homeless veteran would y’all still mad not know nike justdoit fridayfeei
498,Fri Sep 07 14:07:33 +0000 2018,Forget the kneeling. Do you guys remember this???? Way to go @Nike - wow you are sooooo progressive. #JustDoIt #Trashlete https://t.co/xbuRxpYGsH,forget kneel guy rememb way go wow sooooo progress justdoit trashlet
3398,Fri Sep 07 14:07:21 +0000 2018,@goodoldcatchy @ProudResister This would be great for country! #JustDoIt https://t.co/1m6HjtrlOa,would great countri justdoit
2652,Fri Sep 07 14:07:13 +0000 2018,"Nice lil 9am argument about @Nike and @Kaepernick7 , can’t wait to wear my Equality shirt on Monday!!! #JustDoIt",nice lil argument can’t wait wear equal shirt monday justdoit
4339,Fri Sep 07 14:07:11 +0000 2018,"HOW TO ACCEPT YOURSELF
https://t.co/fYuEm5cBZ8
#DontGiveUp #NeverGiveUp #JustDoIt #Luxury #Business #QuoteOfTheDay #GrowthEvolutionDevelopment #LifeCoaching #BusinessLife #SelfImprovement #Motivation #Passion #LifeStyle #SelfDevelopment #WorkHard #Confidence #DreamBig",accept dontgiveup nevergiveup justdoit luxuri busi quoteoftheday growthevolutiondevelop lifecoach businesslif selfimprov motiv passion lifestyl selfdevelop workhard confid dreambig
3370,Fri Sep 07 14:06:37 +0000 2018,"Does @Potus ever get anything done, or just fly around and tell lies at rallies?? #JustDoIt #impeach",ever get anyth done fli around tell lie ralli justdoit impeach
1507,Fri Sep 07 14:06:35 +0000 2018,"So they not buying @nike no more but that supreme drop sold out in 20 seconds!!! Who really lying?!!! 

#justdoit",not buy no suprem drop sold second realli lie justdoit
4280,Fri Sep 07 14:06:30 +0000 2018,"Sooooooo this almost almost got lost forever smfh 

Check out #TOSPodcast EP.165 - Big Mad (before Jay accidentally deletes it again)

https://t.co/DNt65P6CSN

#TOSPodcast165 #ESSOFridays #WatchYourLife #PodsInColor #PodernFamily #DopeBlackPodcasts #Comedy #Nike #JustDoIt https://t.co/WCX5IUWAvP",sooooooo almost almost got lost forev smfh check tospodcast ep big mad jay accident delet tospodcast essofriday watchyourlif podsincolor podernfamili dopeblackpodcast comedi nike justdoit
525,Fri Sep 07 14:06:29 +0000 2018,"@realDonaldTrump Gee, IDK...maybe that the 1st Amendment gives us the right to peacefully dissent?!? #JustDoIt #Sacrifice",gee idk mayb st amend give us right peac dissent justdoit sacrific
2241,Fri Sep 07 14:06:12 +0000 2018,"Colin Kaepernick's #Nike commercial is a big hit with consumers, according to industry group https://t.co/RnoeHqEFBf #ColinKaepernick #Sports #JustDoIt #AfricanAmericans #ThisIsAmerica",colin kaepernick nike commerci big hit consum accord industri group colinkaepernick sport justdoit africanamerican thisisamerica
2089,Fri Sep 07 14:06:12 +0000 2018,"Colin Kaepernick's #Nike commercial is a big hit with consumers, according to industry group https://t.co/1iftoNNtG3 #ColinKaepernick #Sports #JustDoIt #AfricanAmericans #ThisIsAmerica",colin kaepernick nike commerci big hit consum accord industri group colinkaepernick sport justdoit africanamerican thisisamerica
3646,Fri Sep 07 14:06:01 +0000 2018,I 100% support Nike #JustDoIt,support nike justdoit
4809,Fri Sep 07 14:05:57 +0000 2018,Anyone else think @thecampaignbook would have made a good face for @nikestore? #justdoit,anyon els think would made good face justdoit
3066,Fri Sep 07 14:05:57 +0000 2018,"Regrann from @nike  -  Leave what you know, chase what you believe. @cristiano #JustDoIt@derekhflint  - #regrann https://t.co/z9v5AcXARg",regrann leav know chase believ justdoit regrann
4163,Fri Sep 07 14:05:50 +0000 2018,"""Justice denied anywhere diminishes justice everywhere."" - Dr. Martin Luther King.  #SocialJustice #TakeAKnee #JustDoIt #Nike #AKA1908 #AKAFWR #TauBetaOmega #TBO #TBΩ https://t.co/VOB24dBh0L",justic deni anywher diminish justic everywher dr martin luther king socialjustic takeakne justdoit nike aka akafwr taubetaomega tbo tbω
4425,Fri Sep 07 14:05:50 +0000 2018,"@realDonaldTrump 👮‍♂️ Cop Hating 🇺🇸 Unpatriotic @Kaepernick7 
#JustDoIt #BoycottNike https://t.co/goEDkl2rBW",👮‍♂️ cop hate 🇺🇸 unpatriot justdoit boycottnik
2427,Fri Sep 07 14:05:22 +0000 2018,"You can take the superhero out of her costume, but you can never take away her superpowers⚡️. #justdoit",take superhero costum never take away superpowers⚡️ justdoit
4654,Fri Sep 07 14:05:12 +0000 2018,My favorite #JustDoIt meme. Thanks @travispainter17 https://t.co/t7xSeps41y,favorit justdoit meme thank
1389,Fri Sep 07 14:05:06 +0000 2018,#Trump is the face of America. But y’all big mad @Kaepernick7 is the Face of #Nike #JustDoIt #campaign,trump face america y’all big mad face nike justdoit campaign
3201,Fri Sep 07 14:05:01 +0000 2018,@realDonaldTrump has the unemployment rate so low even #Kaepernick got a job!! #JustDoIt #PresidentTrump,unemploy rate low even kaepernick got job justdoit presidenttrump
1531,Fri Sep 07 14:04:56 +0000 2018,"Don’t ask if your dreams are crazy, ask if they are crazy enough ✅💯🔥 #JustDoIt https://t.co/tJBDZTguBq",don’t ask dream crazi ask crazi enough ✅💯🔥 justdoit
1245,Fri Sep 07 14:04:50 +0000 2018,Greatest marketing move of all time? #justdoit Nice work @Kaepernick7 @Nike I’m inspired! 👍🇺🇸 https://t.co/2YBxH2NXms,greatest market move time justdoit nice work i’m inspir 👍🇺🇸
3725,Fri Sep 07 14:04:49 +0000 2018,@nikebasketball &amp; @KingJames would shut the game down if they released his line of shoes in football cleats. If that happens I need the first few pair for the price of.....on the house #justsaying #JustDoIt,amp would shut game releas line shoe footbal cleat happen need first pair price hous justsay justdoit
440,Fri Sep 07 14:04:25 +0000 2018,"You don’t have to have it all figured out to more forward.
#JustDoIt https://t.co/PW56JejKGi",don’t figur forward justdoit
4512,Fri Sep 07 14:04:23 +0000 2018,@realDonaldTrump Americans getting killed by people paid to protect them is why. Companies like @Nike care about American Lives more than the leaders we’ve elected to serve 🇺🇸.  Please Resign “Sir.” #JustDoIt,american get kill peopl paid protect compani like care american live leader we’v elect serv 🇺🇸 pleas resign “sir justdoit
1299,Fri Sep 07 14:04:22 +0000 2018,@TigerWoods just did it @Nike with a 62 in the opening round of the @BMWchamps Nice way to celebrate that iconic line #JustDoIt @theMASB1 https://t.co/NiRd546005,open round nice way celebr icon line justdoit
2153,Fri Sep 07 14:04:16 +0000 2018,I'm a Steelers fan for life but I'll wear a Kap jersey to show my FULL support for this man. ✊🏾✊🏾✊🏾 #JustDoIt https://t.co/pGPKTePmk5,steeler fan life wear kap jersey show full support man ✊🏾✊🏾✊🏾 justdoit
1169,Fri Sep 07 14:04:07 +0000 2018,"I'm never ever buying Nike clothing.

Nothing to do with their adverts, I just don't wear clothes with prominent logos on them.

You want to wear Nike? #JustDoIt",never ever buy nike cloth noth advert wear cloth promin logo want wear nike justdoit
5059,Fri Sep 07 14:04:02 +0000 2018,Nike has sacrificed short-term shareholder value for the possibility of long-term loyalty with #millennial consumers. https://t.co/HH8FidZZdk #justdoit https://t.co/pewORT227z,nike sacrif short term sharehold valu possibl long term loyalti millenni consum justdoit
4059,Fri Sep 07 14:04:01 +0000 2018,"I will allow inspiration to run throughout my work💯
.
.
#violatorfitness #Nike #JustDoIt #StayWoke #fitnessfriday #inspiration #myworkethic #business #getfit #myvision #Motivation… https://t.co/I04vqb3obk",allow inspir run throughout work💯 violatorfit nike justdoit staywok fitnessfriday inspir myworketh busi getfit myvis motivation…
876,Fri Sep 07 14:03:52 +0000 2018,"@realDonaldTrump How to make the masses happy! I can’t get enough Nike for my family. Too bad I’d already done most of the school shopping prior to Nike/Kaepernick adds. But there WILL be plenty under our Christmas tree this year.
#ResignToday
#JustDoIt",make mass happi can’t get enough nike famili bad i’d alreadi done school shop prior nike kaepernick add plenti christma tree year resigntoday justdoit
97,Fri Sep 07 14:03:51 +0000 2018,Great commercial #Nike.#JustDoIt  https://t.co/IZxbhnNKMm,great commerci nike justdoit
4505,Fri Sep 07 14:03:47 +0000 2018,Lick these nutts #JustDoIt https://t.co/QkaxZo9NQP,lick nutt justdoit
3330,Fri Sep 07 14:03:36 +0000 2018,#ROCKTHEWISH is all about giving back to #makeawish. They granted our daughter her wish when she was at her lowest after battling Cancer. Buy your tickets at https://t.co/1K1h6R2BW6 #spenny @makeminemetal1 #LiFT #toronto @mrgconcerts #JustDoIt for the next  kid who needs a wish! https://t.co/vz6mccg9Q9,rockthewish give back makeawish grant daughter wish lowest battl cancer buy ticket spenni lift toronto justdoit next kid need wish
501,Fri Sep 07 14:03:29 +0000 2018,"“Believe in something. Even if it means sacrificing everything.” #JustDoIt 
#FridayFeeIing https://t.co/U31tFENMH7",“believ someth even mean sacrif everyth justdoit fridayfeei
3012,Fri Sep 07 14:03:29 +0000 2018,All the feels with this one! #JustDoIt https://t.co/qpLNMw7EIm,feel one justdoit
2853,Fri Sep 07 14:03:22 +0000 2018,"@nowthisnews @MalcolmNance Nike!!!  Add to this as a followup to your Kaepernick commercial “Believe in something, even if it means sacrificing everything”. #Justdoit.",nike add followup kaepernick commerci “believ someth even mean sacrif everything” justdoit
2423,Fri Sep 07 14:03:10 +0000 2018,"I love it!!!! This @Nike Ad makes me feel really good. #JustDoIt @Kaepernick7 was protesting not the flag, but police shootings of unarmed black men.  https://t.co/GdCTW9qBz4",love ad make feel realli good justdoit protest not flag polic shoot unarm black men
3469,Fri Sep 07 14:03:07 +0000 2018,"fixed my #hodor @nike meme. i think this is a closer representation to @Kaepernick7 's message. 

#JustDoIt #NikeBoycott #sacrificeeverything #BoycottNike https://t.co/ACsri4Xpig",fix hodor meme think closer represent messag justdoit nikeboycott sacrificeeveryth boycottnik
3010,Fri Sep 07 14:02:54 +0000 2018,@SManolesco @realDonaldTrump Tough n sturdy. I'm buying a pair! #JustDoIt,tough sturdi buy pair justdoit
3965,Fri Sep 07 14:02:48 +0000 2018,"@realDonaldTrump Nike was thinking...”How do we make it easy to identify smart, free thinking , non-racist consumers? People who we would be proud of wearing our logo. People who have integrity.” Great job NIKE #Nike #JustDoIt",nike think ”how make easi identifi smart free think non racist consum peopl would proud wear logo peopl integr great job nike nike justdoit
354,Fri Sep 07 14:02:44 +0000 2018,"@realDonaldTrump They were thinking that your lack of true compassion black &amp; brown people must be addressed. And the only way to do that is to show you what compassion &amp; love (FOR ALL PEOPLE) looks like. 
#TrumpResign
#JustDoIt https://t.co/lOCNA2PkOY",think lack true compass black amp brown peopl must address way show compass amp love peopl look like trumpresign justdoit
3846,Fri Sep 07 14:02:42 +0000 2018,"@Dawn_DeMore1 @RodStryker @POTUS This is “The Real” @Nike #JustDoIt 

That moment you catch Democrat Media Being Honest 🤷🏿‍♂️ https://t.co/LDSoCxKEJa",“the real” justdoit moment catch democrat media honest 🤷🏿‍♂️
2838,Fri Sep 07 14:02:33 +0000 2018,"#shoutout the bro @kaepernick7 and @nike #JustDoIt #BelieveInSomething 💯✔ @ Chicago, Illinois https://t.co/t3t7s3Gh4h",shoutout bro justdoit believeinsometh 💯✔ chicago illinoi
4529,Fri Sep 07 14:02:27 +0000 2018,@Nike This one is a real inspiring #JustDoIt be the biggest ever !,one real inspir justdoit biggest ever
766,Fri Sep 07 14:02:23 +0000 2018,#JustDoIt Hennessey https://t.co/jGlACmmACD,justdoit hennessey
2454,Fri Sep 07 14:02:22 +0000 2018,"So, let me understand this: Because Colin Kapernick said it, he is the ONLY ONE who has ever made a sacrifice? AND he thinks that his sacrifice is greater than anyone else's? Am I understanding this correctly?
#JustDoIt",let understand colin kapernick said one ever made sacrific think sacrific greater anyon els understand correctli justdoit
1849,Fri Sep 07 14:02:08 +0000 2018,Don't ask if your dreams are crazy. Ask if they're crazy enough. #JustDoIt,ask dream crazi ask crazi enough justdoit
793,Fri Sep 07 14:02:04 +0000 2018,Stand for something. ✊🏾#JustDoIt #NikeAd https://t.co/i91Rq0BOCo,stand someth ✊🏾 justdoit nikead
3632,Fri Sep 07 14:01:53 +0000 2018,"Melanie breaks it down for us in all 5 languages:

#JustDoIt
#CамоYради
#SamoNaredi
#FaisLe
#MacheEsEinfach https://t.co/B35EZTCgO4",melani break us languag justdoit cамоyради samonaredi faisl macheeseinfach
5025,Fri Sep 07 14:01:51 +0000 2018,#JustDoIt take the pill bitch!! https://t.co/UmzyDOWYor,justdoit take pill bitch
1582,Fri Sep 07 14:01:27 +0000 2018,".@SRuhle
Stop using your questions to confuse the viewers.  It's disingenuous.
#MSNBC #Nike .@Nike #JustDoIt https://t.co/TUMuYAcEUO",stop use question confus viewer disingenu msnbc nike justdoit
3716,Fri Sep 07 14:01:20 +0000 2018,"@DiamondandSilk Inspired by Conservatives 
#JustDoIt https://t.co/jmpQi57apQ",inspir conserv justdoit
2337,Fri Sep 07 14:01:20 +0000 2018,#JustDoIt or die https://t.co/4rOTOUnEPi,justdoit die
4449,Fri Sep 07 14:01:08 +0000 2018,Thank you @Kaepernick7 &amp; @Nike #JustDoIt https://t.co/2TB58AlktG,thank amp justdoit
